Full Name,Weight,Date,Location,Division,Sex,Class,Equipment,Lift,Record Type,Record Name
Standard,97.5,,,Open,F,110,Bare,B,Single Lift,National
Standard,200,,,Open,F,110,Bare,D,Single Lift,National
Standard,102.5,,,Open,F,110+,Bare,B,Single Lift,National
Standard,210,,,Open,F,110+,Bare,D,Single Lift,National
Standard,45,,,OpenDT,F,44,Bare,B,Single Lift,National
Standard,92.5,,,OpenDT,F,44,Bare,D,Single Lift,National
Standard,55,,,OpenDT,F,48,Bare,B,Single Lift,National
Standard,112.5,,,OpenDT,F,48,Bare,D,Single Lift,National
Standard,55,,,OpenDT,F,52,Bare,B,Single Lift,National
Standard,117.5,,,OpenDT,F,52,Bare,D,Single Lift,National
Standard,62.5,,,OpenDT,F,56,Bare,B,Single Lift,National
Standard,130,,,OpenDT,F,56,Bare,D,Single Lift,National
Standard,67.5,,,OpenDT,F,60,Bare,B,Single Lift,National
Sarah Ellis,145,02/11/2024,Specialist Event,OpenDT,F,60,Bare,D,Single Lift,National
Standard,75,,,OpenDT,F,67.5,Bare,B,Single Lift,National
Standard,157.5,,,OpenDT,F,67.5,Bare,D,Single Lift,National
Standard,77.5,,,OpenDT,F,75,Bare,B,Single Lift,National
Standard,165,,,OpenDT,F,75,Bare,D,Single Lift,National
Standard,82.5,,,OpenDT,F,82.5,Bare,B,Single Lift,National
Standard,175,,,OpenDT,F,82.5,Bare,D,Single Lift,National
Standard,90,,,OpenDT,F,90,Bare,B,Single Lift,National
Standard,185,,,OpenDT,F,90,Bare,D,Single Lift,National
Standard,92.5,,,OpenDT,F,100,Bare,B,Single Lift,National
Standard,195,,,OpenDT,F,100,Bare,D,Single Lift,National
Standard,95,,,OpenDT,F,110,Bare,B,Single Lift,National
Standard,197.5,,,OpenDT,F,110,Bare,D,Single Lift,National
Standard,97.5,,,OpenDT,F,110+,Bare,B,Single Lift,National
Standard,202.5,,,OpenDT,F,110+,Bare,D,Single Lift,National
Standard,27.5,,,T14-15,F,44,Bare,B,Single Lift,National
Standard,57.5,,,T14-15,F,44,Bare,D,Single Lift,National
Standard,35,,,T14-15,F,48,Bare,B,Single Lift,National
Standard,70,,,T14-15,F,48,Bare,D,Single Lift,National
Standard,35,,,T14-15,F,52,Bare,B,Single Lift,National
Standard,70,,,T14-15,F,52,Bare,D,Single Lift,National
Standard,40,,,T14-15,F,56,Bare,B,Single Lift,National
Standard,80,,,T14-15,F,56,Bare,D,Single Lift,National
Standard,42.5,,,T14-15,F,60,Bare,B,Single Lift,National
Standard,87.5,,,T14-15,F,60,Bare,D,Single Lift,National
Standard,47.5,,,T14-15,F,67.5,Bare,B,Single Lift,National
Standard,95,,,T14-15,F,67.5,Bare,D,Single Lift,National
Standard,50,,,T14-15,F,75,Bare,B,Single Lift,National
Standard,100,,,T14-15,F,75,Bare,D,Single Lift,National
Standard,52.5,,,T14-15,F,82.5,Bare,B,Single Lift,National
Standard,105,,,T14-15,F,82.5,Bare,D,Single Lift,National
Standard,55,,,T14-15,F,90,Bare,B,Single Lift,National
Standard,112.5,,,T14-15,F,90,Bare,D,Single Lift,National
Standard,57.5,,,T14-15,F,100,Bare,B,Single Lift,National
Standard,117.5,,,T14-15,F,100,Bare,D,Single Lift,National
Standard,62.5,,,T14-15,F,110,Bare,B,Single Lift,National
Standard,125,,,T14-15,F,110,Bare,D,Single Lift,National
Standard,67.5,,,T14-15,F,110+,Bare,B,Single Lift,National
Standard,132.5,,,T14-15,F,110+,Bare,D,Single Lift,National
Standard,25,,,T14-15DT,F,44,Bare,B,Single Lift,National
Standard,50,,,T14-15DT,F,44,Bare,D,Single Lift,National
Standard,30,,,T14-15DT,F,48,Bare,B,Single Lift,National
Standard,60,,,T14-15DT,F,48,Bare,D,Single Lift,National
Standard,47.5,,,T14-15DT,F,52,Bare,B,Single Lift,National
Standard,95,,,T14-15DT,F,52,Bare,D,Single Lift,National
Standard,32.5,,,T14-15DT,F,56,Bare,B,Single Lift,National
Standard,70,,,T14-15DT,F,56,Bare,D,Single Lift,National
Standard,37.5,,,T14-15DT,F,60,Bare,B,Single Lift,National
Poppy Cheshire,92.5,07/09/2025,Lincoln,T14-15DT,F,60,Bare,D,Single Lift,National
Standard,40,,,T14-15DT,F,67.5,Bare,B,Single Lift,National
Standard,85,,,T14-15DT,F,67.5,Bare,D,Single Lift,National
Standard,42.5,,,T14-15DT,F,75,Bare,B,Single Lift,National
Standard,87.5,,,T14-15DT,F,75,Bare,D,Single Lift,National
Standard,45,,,T14-15DT,F,82.5,Bare,B,Single Lift,National
Standard,92.5,,,T14-15DT,F,82.5,Bare,D,Single Lift,National
Standard,47.5,,,T14-15DT,F,90,Bare,B,Single Lift,National
Standard,100,,,T14-15DT,F,90,Bare,D,Single Lift,National
Standard,50,,,T14-15DT,F,100,Bare,B,Single Lift,National
Standard,102.5,,,T14-15DT,F,100,Bare,D,Single Lift,National
Standard,50,,,T14-15DT,F,110,Bare,B,Single Lift,National
Standard,105,,,T14-15DT,F,110,Bare,D,Single Lift,National
Standard,52.5,,,T14-15DT,F,110+,Bare,B,Single Lift,National
Standard,107.5,,,T14-15DT,F,110+,Bare,D,Single Lift,National
Standard,27.5,,,T16-17,F,44,Bare,B,Single Lift,National
Standard,57.5,,,T16-17,F,44,Bare,D,Single Lift,National
Standard,35,,,T16-17,F,48,Bare,B,Single Lift,National
Standard,70,,,T16-17,F,48,Bare,D,Single Lift,National
Standard,35,,,T16-17,F,52,Bare,B,Single Lift,National
Standard,70,,,T16-17,F,52,Bare,D,Single Lift,National
Standard,40,,,T16-17,F,56,Bare,B,Single Lift,National
Standard,80,,,T16-17,F,56,Bare,D,Single Lift,National
Standard,42.5,,,T16-17,F,60,Bare,B,Single Lift,National
Standard,87.5,,,T16-17,F,60,Bare,D,Single Lift,National
Standard,47.5,,,T16-17,F,67.5,Bare,B,Single Lift,National
Standard,95,,,T16-17,F,67.5,Bare,D,Single Lift,National
Standard,50,,,T16-17,F,75,Bare,B,Single Lift,National
Standard,100,,,T16-17,F,75,Bare,D,Single Lift,National
Standard,52.5,,,T16-17,F,82.5,Bare,B,Single Lift,National
Standard,105,,,T16-17,F,82.5,Bare,D,Single Lift,National
Standard,55,,,T16-17,F,90,Bare,B,Single Lift,National
Standard,112.5,,,T16-17,F,90,Bare,D,Single Lift,National
Standard,57.5,,,T16-17,F,100,Bare,B,Single Lift,National
Standard,117.5,,,T16-17,F,100,Bare,D,Single Lift,National
Standard,62.5,,,T16-17,F,110,Bare,B,Single Lift,National
Standard,125,,,T16-17,F,110,Bare,D,Single Lift,National
Standard,67.5,,,T16-17,F,110+,Bare,B,Single Lift,National
Standard,132.5,,,T16-17,F,110+,Bare,D,Single Lift,National
Standard,27.5,,,T16-17DT,F,44,Bare,B,Single Lift,National
Standard,57.5,,,T16-17DT,F,44,Bare,D,Single Lift,National
Standard,35,,,T16-17DT,F,48,Bare,B,Single Lift,National
Standard,72.5,,,T16-17DT,F,48,Bare,D,Single Lift,National
Standard,35,,,T16-17DT,F,52,Bare,B,Single Lift,National
Standard,72.5,,,T16-17DT,F,52,Bare,D,Single Lift,National
Standard,40,,,T16-17DT,F,56,Bare,B,Single Lift,National
Standard,80,,,T16-17DT,F,56,Bare,D,Single Lift,National
Standard,42.5,,,T16-17DT,F,60,Bare,B,Single Lift,National
Standard,87.5,,,T16-17DT,F,60,Bare,D,Single Lift,National
Standard,47.5,,,T16-17DT,F,67.5,Bare,B,Single Lift,National
Standard,97.5,,,T16-17DT,F,67.5,Bare,D,Single Lift,National
Standard,50,,,T16-17DT,F,75,Bare,B,Single Lift,National
Standard,102.5,,,T16-17DT,F,75,Bare,D,Single Lift,National
Standard,52.5,,,T16-17DT,F,82.5,Bare,B,Single Lift,National
Standard,107.5,,,T16-17DT,F,82.5,Bare,D,Single Lift,National
Standard,55,,,T16-17DT,F,90,Bare,B,Single Lift,National
Standard,115,,,T16-17DT,F,90,Bare,D,Single Lift,National
Standard,57.5,,,T16-17DT,F,100,Bare,B,Single Lift,National
Standard,120,,,T16-17DT,F,100,Bare,D,Single Lift,National
Standard,60,,,T16-17DT,F,110,Bare,B,Single Lift,National
Standard,122.5,,,T16-17DT,F,110,Bare,D,Single Lift,National
Standard,60,,,T16-17DT,F,110+,Bare,B,Single Lift,National
Standard,125,,,T16-17DT,F,110+,Bare,D,Single Lift,National
Standard,32.5,,,T18-19,F,44,Bare,B,Single Lift,National
Standard,65,,,T18-19,F,44,Bare,D,Single Lift,National
Standard,40,,,T18-19,F,48,Bare,B,Single Lift,National
Standard,80,,,T18-19,F,48,Bare,D,Single Lift,National
Standard,40,,,T18-19,F,52,Bare,B,Single Lift,National
Standard,82.5,,,T18-19,F,52,Bare,D,Single Lift,National
Standard,45,,,T18-19,F,56,Bare,B,Single Lift,National
Standard,92.5,,,T18-19,F,56,Bare,D,Single Lift,National
Standard,50,,,T18-19,F,60,Bare,B,Single Lift,National
Standard,100,,,T18-19,F,60,Bare,D,Single Lift,National
Standard,55,,,T18-19,F,67.5,Bare,B,Single Lift,National
Standard,112.5,,,T18-19,F,67.5,Bare,D,Single Lift,National
Standard,57.5,,,T18-19,F,75,Bare,B,Single Lift,National
Standard,117.5,,,T18-19,F,75,Bare,D,Single Lift,National
Standard,60,,,T18-19,F,82.5,Bare,B,Single Lift,National
Standard,125,,,T18-19,F,82.5,Bare,D,Single Lift,National
Standard,65,,,T18-19,F,90,Bare,B,Single Lift,National
Standard,132.5,,,T18-19,F,90,Bare,D,Single Lift,National
Standard,67.5,,,T18-19,F,100,Bare,B,Single Lift,National
Standard,137.5,,,T18-19,F,100,Bare,D,Single Lift,National
Standard,72.5,,,T18-19,F,110,Bare,B,Single Lift,National
Standard,145,,,T18-19,F,110,Bare,D,Single Lift,National
Standard,77.5,,,T18-19,F,110+,Bare,B,Single Lift,National
Standard,152.5,,,T18-19,F,110+,Bare,D,Single Lift,National
Standard,32.5,,,T18-19DT,F,44,Bare,B,Single Lift,National
Standard,67.5,,,T18-19DT,F,44,Bare,D,Single Lift,National
Standard,40,,,T18-19DT,F,48,Bare,B,Single Lift,National
Standard,82.5,,,T18-19DT,F,48,Bare,D,Single Lift,National
Standard,40,,,T18-19DT,F,52,Bare,B,Single Lift,National
Standard,85,,,T18-19DT,F,52,Bare,D,Single Lift,National
Standard,45,,,T18-19DT,F,56,Bare,B,Single Lift,National
Standard,95,,,T18-19DT,F,56,Bare,D,Single Lift,National
Standard,50,,,T18-19DT,F,60,Bare,B,Single Lift,National
Standard,102.5,,,T18-19DT,F,60,Bare,D,Single Lift,National
Standard,55,,,T18-19DT,F,67.5,Bare,B,Single Lift,National
Standard,115,,,T18-19DT,F,67.5,Bare,D,Single Lift,National
Standard,57.5,,,T18-19DT,F,75,Bare,B,Single Lift,National
Standard,120,,,T18-19DT,F,75,Bare,D,Single Lift,National
Standard,60,,,T18-19DT,F,82.5,Bare,B,Single Lift,National
Standard,127.5,,,T18-19DT,F,82.5,Bare,D,Single Lift,National
Standard,65,,,T18-19DT,F,90,Bare,B,Single Lift,National
Standard,135,,,T18-19DT,F,90,Bare,D,Single Lift,National
Standard,67.5,,,T18-19DT,F,100,Bare,B,Single Lift,National
Standard,142.5,,,T18-19DT,F,100,Bare,D,Single Lift,National
Standard,70,,,T18-19DT,F,110,Bare,B,Single Lift,National
Standard,145,,,T18-19DT,F,110,Bare,D,Single Lift,National
Standard,70,,,T18-19DT,F,110+,Bare,B,Single Lift,National
Standard,147.5,,,T18-19DT,F,110+,Bare,D,Single Lift,National
Standard,37.5,,,Junior,F,44,Bare,B,Single Lift,National
Standard,77.5,,,Junior,F,44,Bare,D,Single Lift,National
Standard,47.5,,,Junior,F,48,Bare,B,Single Lift,National
Standard,95,,,Junior,F,48,Bare,D,Single Lift,National
Standard,47.5,,,Junior,F,52,Bare,B,Single Lift,National
Standard,97.5,,,Junior,F,52,Bare,D,Single Lift,National
Standard,52.5,,,Junior,F,56,Bare,B,Single Lift,National
Standard,107.5,,,Junior,F,56,Bare,D,Single Lift,National
Standard,57.5,,,Junior,F,60,Bare,B,Single Lift,National
Standard,117.5,,,Junior,F,60,Bare,D,Single Lift,National
Standard,65,,,Junior,F,67.5,Bare,B,Single Lift,National
Standard,132.5,,,Junior,F,67.5,Bare,D,Single Lift,National
Standard,67.5,,,Junior,F,75,Bare,B,Single Lift,National
Standard,137.5,,,Junior,F,75,Bare,D,Single Lift,National
Standard,72.5,,,Junior,F,82.5,Bare,B,Single Lift,National
Standard,145,,,Junior,F,82.5,Bare,D,Single Lift,National
Standard,75,,,Junior,F,90,Bare,B,Single Lift,National
Standard,155,,,Junior,F,90,Bare,D,Single Lift,National
Standard,80,,,Junior,F,100,Bare,B,Single Lift,National
Standard,162.5,,,Junior,F,100,Bare,D,Single Lift,National
Standard,85,,,Junior,F,110,Bare,B,Single Lift,National
Standard,172.5,,,Junior,F,110,Bare,D,Single Lift,National
Standard,90,,,Junior,F,110+,Bare,B,Single Lift,National
Standard,182.5,,,Junior,F,110+,Bare,D,Single Lift,National
Standard,37.5,,,JuniorDT,F,44,Bare,B,Single Lift,National
Standard,80,,,JuniorDT,F,44,Bare,D,Single Lift,National
Standard,47.5,,,JuniorDT,F,48,Bare,B,Single Lift,National
Standard,97.5,,,JuniorDT,F,48,Bare,D,Single Lift,National
Standard,47.5,,,JuniorDT,F,52,Bare,B,Single Lift,National
Standard,100,,,JuniorDT,F,52,Bare,D,Single Lift,National
Standard,52.5,,,JuniorDT,F,56,Bare,B,Single Lift,National
Standard,110,,,JuniorDT,F,56,Bare,D,Single Lift,National
Standard,57.5,,,JuniorDT,F,60,Bare,B,Single Lift,National
Standard,120,,,JuniorDT,F,60,Bare,D,Single Lift,National
Standard,65,,,JuniorDT,F,67.5,Bare,B,Single Lift,National
Standard,135,,,JuniorDT,F,67.5,Bare,D,Single Lift,National
Standard,67.5,,,JuniorDT,F,75,Bare,B,Single Lift,National
Standard,140,,,JuniorDT,F,75,Bare,D,Single Lift,National
Standard,72.5,,,JuniorDT,F,82.5,Bare,B,Single Lift,National
Standard,150,,,JuniorDT,F,82.5,Bare,D,Single Lift,National
Standard,75,,,JuniorDT,F,90,Bare,B,Single Lift,National
Standard,157.5,,,JuniorDT,F,90,Bare,D,Single Lift,National
Standard,80,,,JuniorDT,F,100,Bare,B,Single Lift,National
Standard,165,,,JuniorDT,F,100,Bare,D,Single Lift,National
Standard,80,,,JuniorDT,F,110,Bare,B,Single Lift,National
Standard,170,,,JuniorDT,F,110,Bare,D,Single Lift,National
Standard,82.5,,,JuniorDT,F,110+,Bare,B,Single Lift,National
Standard,172.5,,,JuniorDT,F,110+,Bare,D,Single Lift,National
Standard,40,,,M40-49,F,44,Bare,B,Single Lift,National
Standard,80,,,M40-49,F,44,Bare,D,Single Lift,National
Standard,47.5,,,M40-49,F,48,Bare,B,Single Lift,National
Standard,97.5,,,M40-49,F,48,Bare,D,Single Lift,National
Standard,50,,,M40-49,F,52,Bare,B,Single Lift,National
Standard,100,,,M40-49,F,52,Bare,D,Single Lift,National
Standard,55,,,M40-49,F,56,Bare,B,Single Lift,National
Standard,110,,,M40-49,F,56,Bare,D,Single Lift,National
Standard,60,,,M40-49,F,60,Bare,B,Single Lift,National
Standard,122.5,,,M40-49,F,60,Bare,D,Single Lift,National
Standard,67.5,,,M40-49,F,67.5,Bare,B,Single Lift,National
Standard,135,,,M40-49,F,67.5,Bare,D,Single Lift,National
Standard,70,,,M40-49,F,75,Bare,B,Single Lift,National
Standard,140,,,M40-49,F,75,Bare,D,Single Lift,National
Standard,72.5,,,M40-49,F,82.5,Bare,B,Single Lift,National
Standard,150,,,M40-49,F,82.5,Bare,D,Single Lift,National
Standard,77.5,,,M40-49,F,90,Bare,B,Single Lift,National
Standard,160,,,M40-49,F,90,Bare,D,Single Lift,National
Standard,82.5,,,M40-49,F,100,Bare,B,Single Lift,National
Standard,167.5,,,M40-49,F,100,Bare,D,Single Lift,National
Standard,87.5,,,M40-49,F,110,Bare,B,Single Lift,National
Standard,177.5,,,M40-49,F,110,Bare,D,Single Lift,National
Standard,92.5,,,M40-49,F,110+,Bare,B,Single Lift,National
Standard,187.5,,,M40-49,F,110+,Bare,D,Single Lift,National
Standard,35,,,M50-59,F,44,Bare,B,Single Lift,National
Standard,70,,,M50-59,F,44,Bare,D,Single Lift,National
Standard,42.5,,,M50-59,F,48,Bare,B,Single Lift,National
Standard,87.5,,,M50-59,F,48,Bare,D,Single Lift,National
Standard,42.5,,,M50-59,F,52,Bare,B,Single Lift,National
Standard,87.5,,,M50-59,F,52,Bare,D,Single Lift,National
Standard,47.5,,,M50-59,F,56,Bare,B,Single Lift,National
Standard,97.5,,,M50-59,F,56,Bare,D,Single Lift,National
Standard,52.5,,,M50-59,F,60,Bare,B,Single Lift,National
Standard,107.5,,,M50-59,F,60,Bare,D,Single Lift,National
Standard,57.5,,,M50-59,F,67.5,Bare,B,Single Lift,National
Standard,120,,,M50-59,F,67.5,Bare,D,Single Lift,National
Standard,60,,,M50-59,F,75,Bare,B,Single Lift,National
Standard,122.5,,,M50-59,F,75,Bare,D,Single Lift,National
Standard,65,,,M50-59,F,82.5,Bare,B,Single Lift,National
Standard,132.5,,,M50-59,F,82.5,Bare,D,Single Lift,National
Standard,67.5,,,M50-59,F,90,Bare,B,Single Lift,National
Standard,140,,,M50-59,F,90,Bare,D,Single Lift,National
Standard,72.5,,,M50-59,F,100,Bare,B,Single Lift,National
Standard,145,,,M50-59,F,100,Bare,D,Single Lift,National
Standard,77.5,,,M50-59,F,110,Bare,B,Single Lift,National
Standard,152.5,,,M50-59,F,110,Bare,D,Single Lift,National
Standard,82.5,,,M50-59,F,110+,Bare,B,Single Lift,National
Standard,162.5,,,M50-59,F,110+,Bare,D,Single Lift,National
Standard,30,,,M60-69,F,44,Bare,B,Single Lift,National
Standard,62.5,,,M60-69,F,44,Bare,D,Single Lift,National
Standard,37.5,,,M60-69,F,48,Bare,B,Single Lift,National
Standard,75,,,M60-69,F,48,Bare,D,Single Lift,National
Standard,37.5,,,M60-69,F,52,Bare,B,Single Lift,National
Standard,77.5,,,M60-69,F,52,Bare,D,Single Lift,National
Standard,42.5,,,M60-69,F,56,Bare,B,Single Lift,National
Standard,87.5,,,M60-69,F,56,Bare,D,Single Lift,National
Standard,47.5,,,M60-69,F,60,Bare,B,Single Lift,National
Standard,95,,,M60-69,F,60,Bare,D,Single Lift,National
Standard,52.5,,,M60-69,F,67.5,Bare,B,Single Lift,National
Standard,105,,,M60-69,F,67.5,Bare,D,Single Lift,National
Standard,52.5,,,M60-69,F,75,Bare,B,Single Lift,National
Standard,110,,,M60-69,F,75,Bare,D,Single Lift,National
Standard,57.5,,,M60-69,F,82.5,Bare,B,Single Lift,National
Standard,115,,,M60-69,F,82.5,Bare,D,Single Lift,National
Standard,60,,,M60-69,F,90,Bare,B,Single Lift,National
Standard,122.5,,,M60-69,F,90,Bare,D,Single Lift,National
Mary Cannon,60,04/05/2025,North West,M60-69,F,100,Bare,B,Single Lift,National
Standard,127.5,,,M60-69,F,100,Bare,D,Single Lift,National
Standard,67.5,,,M60-69,F,110,Bare,B,Single Lift,National
Standard,135,,,M60-69,F,110,Bare,D,Single Lift,National
Standard,72.5,,,M60-69,F,110+,Bare,B,Single Lift,National
Standard,142.5,,,M60-69,F,110+,Bare,D,Single Lift,National
Standard,40,,,M40-49DT,F,44,Bare,B,Single Lift,National
Standard,82.5,,,M40-49DT,F,44,Bare,D,Single Lift,National
Standard,47.5,,,M40-49DT,F,48,Bare,B,Single Lift,National
Standard,100,,,M40-49DT,F,48,Bare,D,Single Lift,National
Standard,50,,,M40-49DT,F,52,Bare,B,Single Lift,National
Standard,102.5,,,M40-49DT,F,52,Bare,D,Single Lift,National
Standard,55,,,M40-49DT,F,56,Bare,B,Single Lift,National
Standard,112.5,,,M40-49DT,F,56,Bare,D,Single Lift,National
Standard,60,,,M40-49DT,F,60,Bare,B,Single Lift,National
Rachel Ives,130,16/02/2025,Nottingham,M40-49DT,F,60,Bare,D,Single Lift,National
Standard,67.5,,,M40-49DT,F,67.5,Bare,B,Single Lift,National
Lindsay McGuire,140.5,03/08/2025,Welwyn Garden City,M40-49DT,F,67.5,Bare,D,Single Lift,National
Standard,70,,,M40-49DT,F,75,Bare,B,Single Lift,National
Standard,145,,,M40-49DT,F,75,Bare,D,Single Lift,National
Standard,72.5,,,M40-49DT,F,82.5,Bare,B,Single Lift,National
Standard,152.5,,,M40-49DT,F,82.5,Bare,D,Single Lift,National
Orla Mahon,90,27/07/2025,East Midlands,M40-49DT,F,90,Bare,B,Single Lift,National
Standard,162.5,,,M40-49DT,F,90,Bare,D,Single Lift,National
Standard,82.5,,,M40-49DT,F,100,Bare,B,Single Lift,National
Standard,170,,,M40-49DT,F,100,Bare,D,Single Lift,National
Standard,82.5,,,M40-49DT,F,110,Bare,B,Single Lift,National
Standard,175,,,M40-49DT,F,110,Bare,D,Single Lift,National
Standard,85,,,M40-49DT,F,110+,Bare,B,Single Lift,National
Standard,177.5,,,M40-49DT,F,110+,Bare,D,Single Lift,National
Standard,35,,,M50-59DT,F,44,Bare,B,Single Lift,National
Standard,72.5,,,M50-59DT,F,44,Bare,D,Single Lift,National
Standard,42.5,,,M50-59DT,F,48,Bare,B,Single Lift,National
Standard,87.5,,,M50-59DT,F,48,Bare,D,Single Lift,National
Standard,42.5,,,M50-59DT,F,52,Bare,B,Single Lift,National
Standard,90,,,M50-59DT,F,52,Bare,D,Single Lift,National
Standard,47.5,,,M50-59DT,F,56,Bare,B,Single Lift,National
Standard,100,,,M50-59DT,F,56,Bare,D,Single Lift,National
Standard,52.5,,,M50-59DT,F,60,Bare,B,Single Lift,National
Standard,110,,,M50-59DT,F,60,Bare,D,Single Lift,National
Standard,57.5,,,M50-59DT,F,67.5,Bare,B,Single Lift,National
Sandy Pandya,155,07/09/2025,Lincoln,M50-59DT,F,67.5,Bare,D,Single Lift,National
Standard,60,,,M50-59DT,F,75,Bare,B,Single Lift,National
Standard,125,,,M50-59DT,F,75,Bare,D,Single Lift,National
Standard,65,,,M50-59DT,F,82.5,Bare,B,Single Lift,National
Standard,135,,,M50-59DT,F,82.5,Bare,D,Single Lift,National
Standard,67.5,,,M50-59DT,F,90,Bare,B,Single Lift,National
Nicola Maycock,152.5,07/09/2025,Lincoln,M50-59DT,F,90,Bare,D,Single Lift,National
Standard,72.5,,,M50-59DT,F,100,Bare,B,Single Lift,National
Standard,150,,,M50-59DT,F,100,Bare,D,Single Lift,National
Standard,72.5,,,M50-59DT,F,110,Bare,B,Single Lift,National
Jo Lovell,152.5,27/07/2025,East Midlands,M50-59DT,F,110,Bare,D,Single Lift,National
Standard,75,,,M50-59DT,F,110+,Bare,B,Single Lift,National
Standard,155,,,M50-59DT,F,110+,Bare,D,Single Lift,National
Standard,30,,,M60-69DT,F,44,Bare,B,Single Lift,National
Standard,65,,,M60-69DT,F,44,Bare,D,Single Lift,National
Standard,37.5,,,M60-69DT,F,48,Bare,B,Single Lift,National
Standard,77.5,,,M60-69DT,F,48,Bare,D,Single Lift,National
Standard,37.5,,,M60-69DT,F,52,Bare,B,Single Lift,National
Standard,80,,,M60-69DT,F,52,Bare,D,Single Lift,National
Standard,42.5,,,M60-69DT,F,56,Bare,B,Single Lift,National
Standard,87.5,,,M60-69DT,F,56,Bare,D,Single Lift,National
Sharon Graham,57.5,17/08/2025,North West,M60-69DT,F,60,Bare,B,Single Lift,National
